ZipCode,Price,Beds,Baths,LivingSpace,Address,City,State,ZipCodePopulation,ZipCodeDensity,County,MedianHouseholdIncome,Latitude,Longitude
80219,490000,4,2,1722,1110 S JULIAN ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,399000,1,1,907,3455 W ALASKA PL,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,615000,4,2,1600,275 NEWTON ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,350000,3,2,1308,3595 W CUSTER PL,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,480000,3,1,1466,2598 W LOUISIANA AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,250000,2,2,1300,1251 S ZENOBIA ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,4.00E+05,2,1,902,866 S JAY CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,5.00E+05,4,2,1652,4883 W GILL PL,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,475000,3,1,1832,4951 W WYOMING PL,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,395000,2,1,816,246 QUITMAN ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,5.00E+05,3,2,1231,1166 S KNOX CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,515000,3,3,1435,2947 W 4TH AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,595000,4,3,2291,1680 S STUART ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,615000,3,3,1734,795 S PATTON CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,485000,3,1,798,3164 W IOWA AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,6.00E+05,4,2,2405,2354 S STUART ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,459900,3,2,1314,2671 S GREEN CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,570000,3,2,1662,322 KING ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,440000,2,1,1184,111 MEADE ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,400020,2,1,944,245 KING ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,535000,4,2,1575,95 S BRYANT ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,515000,5,2,2300,1357 S ELIOT ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,450000,4,2,1421,1805 S BRYANT ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,419900,2,1,797,1250 S YATES ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,4.00E+05,2,1,685,665 S MEADE ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,635000,4,2,1745,2688 S MEADE ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,449000,3,1,1030,2630 S KNOX CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,6.00E+05,3,2,1229,3422 W WALSH PL,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,574950,3,2,1422,4646 W 3RD AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,480000,3,2,2019,2547 S VRAIN ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,470000,3,1,1475,2395 S KING ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,598000,3,3,1683,4017 W OHIO AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,450000,3,1,910,1253 S QUITMAN ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,449000,3,2,1422,114 KNOX CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,499000,3,2,991,2265 S KNOX CT,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,665000,7,2,2028,4570 W CENTER AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,355000,3,1,924,1985 S IRVING ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,799900,4,3,2260,382 S DECATUR ST APT 386,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,4.00E+05,3,1,1752,576 S ELIOT ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,449950,3,2,896,3175 W EVANS AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,5.00E+05,3,1,689,950 S WOLFF ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,660000,4,3,2586,2655 W HILLSIDE AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,487000,3,2,1668,369 RALEIGH ST,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80219,459000,3,2,1003,3435 W EVANS AVE,Denver,Colorado,67393,3525.1,Denver,78583,39.69496,-105.03432
80220,449000,2,1,760,1170 XENIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,499900,2,1,923,1965 QUINCE ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,525000,2,3,1698,319 QUEBEC ST UNIT 4,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,8.00E+05,3,2,2006,1282 ASH ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,530000,3,2,945,1750 XENIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,289000,1,1,578,1157 KRAMERIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1550000,4,3,3036,1760 KRAMERIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,650000,3,2,1624,4507 E 7TH AVE,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1245000,3,3,3346,642 DAHLIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,385000,4,3,1755,1301 ROSLYN ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,160000,2,1,749,1445 YOSEMITE ST APT 19,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1520000,4,4,4153,845 KRAMERIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,310000,3,1,903,1965 YOSEMITE ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,5.00E+05,3,2,1383,1593 GRAPE ST # 1593,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1725000,5,4,2848,850 KEARNEY ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,393700,2,2,1008,1155 ASH ST APT 202,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,3275000,5,6,4645,116 KRAMERIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,495000,3,2,1572,1380 XANTHIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,332000,2,2,928,1121 ALBION ST APT 602,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1210000,3,2,2449,445 DAHLIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,319000,1,1,817,955 EUDORA ST APT 803,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1599000,5,3,3827,935 MONACO PKWY,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,538000,4,2,1360,1781 UINTA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,354000,2,2,940,4801 E 9TH AVE APT 209S,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,750000,4,3,2202,7221 E 6TH AVENUE PKWY,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1298000,5,4,3859,1655 MONACO PKWY,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,749900,3,2,1611,1125 ELM ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,925000,3,3,2504,1725 NEWPORT ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1050000,4,4,2522,4130 E 16TH AVE,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,389000,1,1,563,771 EUDORA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,925000,4,2,2090,1422 FOREST ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,644000,4,2,1740,1666 OLIVE ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1945000,4,7,4439,451 HUDSON ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,249000,1,1,641,1121 ALBION ST APT 305,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,499900,2,2,1411,239 QUEBEC ST UNIT C,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,269000,1,1,687,1155 ASH ST APT 1203,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1895000,6,4,4729,730 MAGNOLIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,935000,4,2,2065,725 DAHLIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,385000,2,2,1019,209 QUEBEC ST UNIT N,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,670000,4,2,1894,1345 HOLLY ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,850000,4,2,1808,4636 BATAVIA PL,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,795000,5,2,1978,4820 E 19TH AVE,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,415000,1,2,732,1303 JERSEY ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,575000,2,1,1130,1712 OLIVE ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,245000,1,1,562,1527 XENIA ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80220,1099950,5,2,2850,1900 IVY ST,Denver,Colorado,37116,2771.4,Denver,157746,39.73375,-104.91648
80221,729000,3,2,2021,5151 MEADE ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,565000,3,2,1116,4901 GREEN CT,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,820000,4,4,3604,6748 LARSH DR,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,750000,4,4,3512,6881 OSAGE ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,1030000,4,4,3602,1508 W 66TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,485000,3,2,1700,6990 WARREN DR,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,525000,2,2,1112,2851 W 52ND AVE UNIT 405,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,795000,3,4,3072,1344 W 68TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,475000,4,2,1700,549 DOUGLAS DR,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,425000,4,2,1650,8371 DELAWARE ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,469000,4,2,1962,8006 RARITAN ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,530000,4,2,1428,7646 VALLEJO ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,829000,3,3,1824,2279 W 52ND AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,4.00E+05,1,1,714,2876 W 53RD AVE UNIT 207,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,620000,3,2,1400,2881 W 65TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,434900,3,1,1056,5530 GROVE ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,685000,4,3,1628,5535 JULIAN ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,495000,5,3,2288,1001 CORTEZ ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,424995,3,1,960,720 ERIE ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,379900,3,2,967,3190 W 66TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,550000,5,2,2060,7801 ZUNI ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,549000,5,2,1887,364 LEONA DR,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,416000,4,1,1924,124 LEONA DR,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,560000,5,2,1528,5151 ELIOT ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,499000,3,1,793,3284 W 66TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,449900,4,3,1798,8240 RALPH LN,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,4.00E+05,3,2,850,461 W 71ST AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,467500,3,2,2114,8185 UMATILLA ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,725000,3,3,1831,3637 W 48TH AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,320000,3,2,1610,7765 FLORADO ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,810000,4,5,2514,3283 W 53RD AVE # A,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,5.00E+05,4,2,1750,67 E 81ST AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,445000,4,2,1657,7743 NAVAJO ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,770000,3,3,1915,3580 W 62ND PL,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,360000,3,2,1417,2241 W 73RD AVE,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80221,5.00E+05,2,1,882,4860 NEWTON ST,Denver,Colorado,40741,1731.5,Adams,93775,39.81555,-105.0103
80222,210000,1,1,801,2880 S LOCUST ST APT S600,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,328500,2,2,1029,3311 S MONACO PKWY APT C,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,7.00E+05,4,3,2852,2272 S GRAPE ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,220000,2,1,732,2225 S JASMINE ST UNIT 211,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,290000,2,1,917,2880 S LOCUST ST APT S203,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,560000,3,1,1115,2861 S GRAPE WAY,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,649900,3,2,1337,1407 S BIRCH ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,239000,1,1,752,2880 S LOCUST ST APT S605,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,599000,3,2,1132,2940 S GLENCOE ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,779990,4,4,1955,2012 S HOLLY ST UNIT 4,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,580000,4,2,1300,2896 S FOREST ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,774990,4,4,1955,2012 S HOLLY ST UNIT 2,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,399000,3,1,901,3215 S FOREST ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,6.00E+05,3,2,1579,2934 S GRAPE WAY,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,645000,3,2,1562,1400 S BELLAIRE ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,615000,4,2,1932,3248 S GRAPE ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,675000,4,2,1456,3350 S DEXTER ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,615000,4,2,1739,4500 E WYOMING PL,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,619000,3,2,1736,4460 E MEXICO AVE,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,2250000,5,4,5269,3024 S ASH ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,599900,3,1,1421,3218 S HOLLY ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,218000,2,1,906,2225 S JASMINE ST UNIT 310,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,499999,2,2,1662,6166 E YALE AVE,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,675000,3,2,1346,1435 S HUDSON ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80222,585000,3,2,1060,1560 S ASH ST,Denver,Colorado,24169,2439.8,Denver,120070,39.6713,-104.92828
80223,609000,3,1,1160,714 S QUIVAS ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,375000,2,1,897,2619 S BANNOCK ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,825000,5,2,2026,1919 S HURON ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,350000,2,1,933,1263 S LIPAN ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,675000,3,2,1650,123 W ALAMEDA AVE,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,525250,3,2,1478,1265 W GILL PL,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,1130000,4,4,2776,2503 S CHEROKEE ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,419500,2,1,731,506 S QUIETO WAY,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,1195000,4,5,3426,2467 S BANNOCK ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,498500,3,2,1321,1248 W BYERS PL,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,599000,2,3,1320,2152 S DELAWARE ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,599000,3,2,1852,1200 S SHOSHONE ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,4.00E+05,3,1,883,1277 S MARIPOSA ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,809000,3,2,1896,232 W 4TH AVE,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,649900,4,3,1936,2132 S GALAPAGO ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,547000,4,2,1823,1665 S WYANDOT ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,375000,3,1,923,1355 S SENECA CT,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,625000,2,1,1001,347 GALAPAGO ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,360000,2,1,776,624 S PECOS ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,550000,2,1,1045,307 GALAPAGO ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,350000,1,1,483,105 W MAPLE AVE,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,6.00E+05,3,3,1586,1586 W MAPLE AVE,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,350000,3,1,1020,1251 S SHOSHONE ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,350000,1,1,483,105 W MAPLE AVE,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,485000,2,1,702,270 DELAWARE ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80223,825000,5,2,2026,1919 S HURON ST,Denver,Colorado,20227,1471.7,Denver,98878,39.69646,-105.00216
80224,628000,3,4,2415,231 S MONACO PKWY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,638000,3,2,1550,6705 E BETHANY PL,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,795000,4,2,2455,484 S JERSEY ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,572770,3,3,1373,1967 S POPLAR CT,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,848000,4,3,2232,1420 S IVY WAY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,750000,4,3,2274,3261 S MAGNOLIA ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,1025000,4,3,1920,365 S OLIVE WAY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,310000,2,2,1776,1200 S MONACO PKWY UNIT 18,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,775000,3,4,2217,1960 S KEARNEY WAY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,399000,2,1,825,753 S LEYDEN ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,775000,3,4,2359,1960 S KEARNEY WAY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,699000,5,3,2238,985 S JERSEY ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,574900,4,2,1099,896 S KRAMERIA ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,480000,2,2,1622,3331 S PONTIAC ST,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,319500,2,2,1149,6960 E GIRARD AVE APT 401,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,3.00E+05,2,2,1173,3460 S POPLAR ST APT 107,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,395000,2,2,1173,3465 S POPLAR ST APT 105,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,688000,5,2,1832,5635 E MINNESOTA DR,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,315000,2,2,1146,1226 S MONACO PKWY APT 303,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,3.00E+05,2,2,1010,1226 S MONACO PKWY APT 204,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,380000,2,2,1636,1173 S MONACO PKWY,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,530460,3,3,1368,1923 S POPLAR CT,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80224,528190,3,3,1327,1919 S POPLAR CT,Denver,Colorado,18995,2236.9,Denver,102896,39.68803,-104.91161
80227,535000,4,2,1177,3006 S GOLDEN WAY,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,450000,4,3,2022,2164 S FENTON ST,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,615000,4,3,2316,3026 S LAMAR ST,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,520000,3,4,2047,3017 S SHERIDAN BLVD,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,739700,4,3,3077,3004 S INGALLS WAY,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,550000,4,3,2284,3014 S EATON ST,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,560000,5,2,2191,2830 S SHERIDAN BLVD,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,175000,1,1,617,5995 W HAMPDEN AVE UNIT G24,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,175000,1,1,646,5995 W HAMPDEN AVE APT 8,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,6.00E+05,3,3,2224,6969 W YALE AVE UNIT 38,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80227,620000,5,3,1950,2912 S DEPEW ST,Denver,Colorado,35296,1260.3,Jefferson,107849,39.66331,-105.10536
80229,79900,3,2,960,3180 E 88TH AVE,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,410000,4,2,1350,8136 EXPLORADOR CALLE,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,429900,4,2,1686,1600 E 84TH AVE,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,450000,4,2,1935,7856 PENNSYLVANIA ST,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,429000,5,2,2028,8470 CORONA ST,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,499900,4,2,1610,1528 CORONADO PKWY S,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,294000,3,1,968,7939 YORK ST APT 3,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,327500,3,3,1612,2347 RAINBOW DR # B,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,291000,2,1,1010,2127 CORONADO PKWY N APT B,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80229,485000,5,3,1860,8661 MCDOUGAL ST,Denver,Colorado,56484,1743.2,Adams,87520,39.85472,-104.95867
80230,1625000,4,5,3761,6758 E LOWRY BLVD,Denver,Colorado,9782,1371,Denver,156056,39.72032,-104.88933
80230,935000,4,4,2640,8005 E 9TH AVE,Denver,Colorado,9782,1371,Denver,156056,39.72032,-104.88933
80230,2200000,4,6,7694,7461 E 6TH AVE,Denver,Colorado,9782,1371,Denver,156056,39.72032,-104.88933
80230,2250000,4,5,6542,7540 E 6TH AVE,Denver,Colorado,9782,1371,Denver,156056,39.72032,-104.88933
80230,1575000,3,4,2340,6768 E LOWRY BLVD,Denver,Colorado,9782,1371,Denver,156056,39.72032,-104.88933
80231,519900,4,3,1930,8661 E AMHERST DR APT C,Denver,Colorado,35168,2781.5,Denver,96562,39.67123,-104.88787
80231,479000,2,3,1247,8711 E HAMPDEN AVE UNIT 4,Denver,Colorado,35168,2781.5,Denver,96562,39.67123,-104.88787
80231,639900,4,3,2175,8672 E DOANE PL,Denver,Colorado,35168,2781.5,Denver,96562,39.67123,-104.88787
